Route,MonthStart,Equipment,Flights,AvgTOW_kg,TotalTOW_kg,FuelBurnKg
CNF -> MAO,2024-09-01,E1,1,42808.0,42808,6476
CNF -> MAO,2024-10-01,A320,24,71342.33333333333,1712216,174900
CNF -> MAO,2024-10-01,A321,1,76785.0,76785,7935
CNF -> MAO,2024-10-01,E1,1,42189.0,42189,6331
CNF -> MAO,2024-11-01,A320,26,71636.46153846153,1862548,183469
CNF -> MAO,2024-12-01,A320,21,69887.76190476191,1467643,147186
CNF -> MAO,2024-12-01,E2,1,57452.0,57452,5788
CNF -> MAO,2025-01-01,A320,21,72057.09523809524,1513199,151086
CNF -> MAO,2025-02-01,A320,23,71926.91304347826,1654319,167185
CNF -> MAO,2025-03-01,A320,25,71974.08,1799352,182223
CNF -> MAO,2025-04-01,A320,23,72501.91304347826,1667544,170173
CNF -> MAO,2025-05-01,A320,27,72835.5925925926,1966561,204958
CNF -> MAO,2025-06-01,A320,27,72700.77777777778,1962921,204158
CNF -> MAO,2025-07-01,A320,28,73250.78571428571,2051022,216509
CNF -> MAO,2025-08-01,A320,27,73209.74074074074,1976663,206409
CNF -> MAO,2025-09-01,A320,28,72760.46428571429,2037293,208088
CNF -> MAO,2025-10-01,A320,25,71199.24,1779981,182598
CNF -> MAO,2025-10-01,E1,1,39564.0,39564,5893
CNF -> MAO,2025-11-01,A320,7,72365.42857142857,506558,51440
CNF -> MAO,2025-11-01,E1,1,42363.0,42363,6593
CNF -> MCP,2025-08-01,ATR,2,18358.5,36717,5469
CNF -> MCZ,2024-01-01,A320,15,65600.6,984009,61534
CNF -> MCZ,2024-01-01,E2,8,52253.125,418025,26410
CNF -> MCZ,2024-01-01,E1,3,46346.666666666664,139040,12817
CNF -> MCZ,2024-02-01,A320,10,64505.0,645050,39766
CNF -> MCZ,2024-02-01,E1,2,43377.0,86754,7626
CNF -> MCZ,2024-02-01,E2,2,53412.0,106824,6478
CNF -> MCZ,2024-03-01,A320,18,63881.944444444445,1149875,71100
CNF -> MCZ,2024-03-01,E2,2,50593.0,101186,6530
CNF -> MCZ,2024-04-01,A320,25,64996.76,1624919,99130
CNF -> MCZ,2024-04-01,E2,2,52990.0,105980,6442
CNF -> MCZ,2024-05-01,A320,21,64767.619047619046,1360120,84162
CNF -> MCZ,2024-06-01,A320,23,64708.13043478261,1488287,91459
CNF -> MCZ,2024-06-01,E2,3,53090.333333333336,159271,10072
CNF -> MCZ,2024-06-01,E1,2,45972.0,91944,8417
CNF -> MCZ,2024-07-01,A320,37,63897.62162162162,2364212,145632
CNF -> MCZ,2024-07-01,E2,2,51940.0,103880,6552
CNF -> MCZ,2024-07-01,E1,1,41266.0,41266,3760
CNF -> MCZ,2024-08-01,E2,14,52325.642857142855,732559,46336
CNF -> MCZ,2024-08-01,A320,6,61556.333333333336,369338,22567
CNF -> MCZ,2024-08-01,E1,2,45384.5,90769,8370
CNF -> MCZ,2024-09-01,A320,22,65619.45454545454,1443628,87079
CNF -> MCZ,2024-09-01,E2,5,53289.4,266447,16290
CNF -> MCZ,2024-10-01,A320,37,65358.02702702703,2418247,145570
CNF -> MCZ,2024-10-01,E2,10,52877.3,528773,32295
CNF -> MCZ,2024-11-01,A320,54,64764.38888888889,3497277,212661
CNF -> MCZ,2024-11-01,E2,4,53245.0,212980,12686
CNF -> MCZ,2024-12-01,A320,47,65414.65957446808,3074489,187771
CNF -> MCZ,2024-12-01,E2,3,53451.0,160353,9765
CNF -> MCZ,2024-12-01,E1,1,46505.0,46505,4331
CNF -> MCZ,2025-01-01,A320,64,64022.140625,4097417,252078
CNF -> MCZ,2025-01-01,E2,5,52738.4,263692,16375
CNF -> MCZ,2025-02-01,A320,46,64606.86956521739,2971916,183786
CNF -> MCZ,2025-02-01,E2,1,55122.0,55122,3250
CNF -> MCZ,2025-03-01,A320,42,64473.166666666664,2707873,164656
CNF -> MCZ,2025-03-01,E2,5,53102.6,265513,16492
CNF -> MCZ,2025-04-01,A320,42,64066.880952380954,2690809,163334
CNF -> MCZ,2025-04-01,E2,3,53817.333333333336,161452,9620
CNF -> MCZ,2025-05-01,A320,31,64064.645161290326,1986004,120394
CNF -> MCZ,2025-05-01,E2,6,53659.0,321954,19730
CNF -> MCZ,2025-05-01,E1,3,45629.666666666664,136889,12452
CNF -> MCZ,2025-06-01,A320,40,64867.825,2594713,156449
CNF -> MCZ,2025-06-01,E2,3,54383.666666666664,163151,10109
CNF -> MCZ,2025-06-01,E1,1,45331.0,45331,4014
CNF -> MCZ,2025-07-01,A320,49,64622.26530612245,3166491,192744
CNF -> MCZ,2025-07-01,E2,5,53583.8,267919,16207
CNF -> MCZ,2025-08-01,A320,35,64809.37142857143,2268328,135810
CNF -> MCZ,2025-08-01,E2,9,52533.555555555555,472802,28634
CNF -> MCZ,2025-08-01,E1,3,46660.666666666664,139982,12802
CNF -> MCZ,2025-09-01,A320,44,65185.318181818184,2868154,172767
CNF -> MCZ,2025-09-01,E2,5,52502.2,262511,16150
CNF -> MCZ,2025-10-01,A320,50,65344.32,3267216,195995
CNF -> MCZ,2025-10-01,E2,1,52487.0,52487,3115
CNF -> MCZ,2025-11-01,A320,22,65113.454545454544,1432496,86255
CNF -> MOC,2024-01-01,ATR,72,20091.23611111111,1446569,42014
CNF -> MOC,2024-02-01,ATR,79,20269.32911392405,1601277,45736
CNF -> MOC,2024-02-01,E1,1,42867.0,42867,1535
CNF -> MOC,2024-03-01,ATR,67,21366.089552238805,1431528,40129
CNF -> MOC,2024-03-01,E1,1,45078.0,45078,1427
CNF -> MOC,2024-04-01,ATR,103,20712.495145631066,2133387,60696
CNF -> MOC,2024-05-01,ATR,114,21073.736842105263,2402406,67545
CNF -> MOC,2024-05-01,E1,2,42483.5,84967,3046
CNF -> MOC,2024-06-01,ATR,113,21456.194690265485,2424550,66631
CNF -> MOC,2024-07-01,ATR,101,21011.396039603962,2122151,60977
CNF -> MOC,2024-08-01,ATR,114,20526.991228070176,2340077,66086
CNF -> MOC,2024-08-01,E1,1,40797.0,40797,1394
CNF -> MOC,2024-09-01,ATR,82,20460.5,1677761,46700
CNF -> MOC,2024-10-01,ATR,113,20498.522123893807,2316333,65840
CNF -> MOC,2024-11-01,ATR,90,20939.422222222223,1884548,53297
CNF -> MOC,2024-11-01,E1,1,38415.0,38415,1357
CNF -> MOC,2024-12-01,ATR,97,21231.453608247422,2059451,59116
CNF -> MOC,2024-12-01,E1,6,42856.166666666664,257137,8362
CNF -> MOC,2025-01-01,ATR,91,20479.0,1863589,53733
CNF -> MOC,2025-01-01,E1,1,40931.0,40931,1446
CNF -> MOC,2025-02-01,ATR,84,20919.619047619046,1757248,49473
CNF -> MOC,2025-02-01,E1,3,44433.0,133299,4290
CNF -> MOC,2025-03-01,ATR,91,21162.263736263736,1925766,53599
CNF -> MOC,2025-03-01,E1,5,41896.0,209480,7122
CNF -> MOC,2025-04-01,ATR,95,21058.873684210525,2000593,55388
CNF -> MOC,2025-05-01,ATR,106,21088.924528301886,2235426,62260
CNF -> MOC,2025-05-01,E1,6,40784.0,244704,8323
CNF -> MOC,2025-06-01,ATR,96,21390.333333333332,2053472,56805
CNF -> MOC,2025-06-01,E1,1,41541.0,41541,1399
CNF -> MOC,2025-07-01,ATR,114,21305.640350877195,2428843,66239
CNF -> MOC,2025-07-01,E1,1,40032.0,40032,1332
CNF -> MOC,2025-08-01,ATR,129,20933.63565891473,2700439,75431
CNF -> MOC,2025-08-01,E1,1,45329.0,45329,1453
CNF -> MOC,2025-09-01,ATR,123,20926.447154471545,2573953,71293
CNF -> MOC,2025-09-01,E1,5,40121.2,200606,6919
CNF -> MOC,2025-10-01,ATR,102,20736.196078431374,2115092,59563
CNF -> MOC,2025-10-01,E1,4,40662.5,162650,5363
CNF -> MOC,2025-11-01,ATR,41,20746.317073170732,850599,23895
CNF -> MOC,2025-11-01,E1,1,45534.0,45534,1481
CNF -> MVD,2024-06-01,A320,1,58140.0,58140,5889
CNF -> MVD,2024-09-01,A320,1,54079.0,54079,5778
CNF -> NAT,2024-01-01,A320,16,64348.0625,1029569,78441
CNF -> NAT,2024-01-01,E2,6,52745.333333333336,316472,23625
CNF -> NAT,2024-02-01,A320,16,62732.625,1003722,76042
CNF -> NAT,2024-02-01,E2,1,53574.0,53574,4184
CNF -> NAT,2024-03-01,A320,18,64695.38888888889,1164517,88545
CNF -> NAT,2024-03-01,E2,1,54960.0,54960,4215
CNF -> NAT,2024-04-01,A320,22,64142.454545454544,1411134,106409
CNF -> NAT,2024-05-01,A320,17,64131.705882352944,1090239,82282
CNF -> NAT,2024-06-01,A320,25,63556.92,1588923,120605
CNF -> NAT,2024-06-01,E1,1,47272.0,47272,5303
CNF -> NAT,2024-06-01,E2,1,51846.0,51846,4056
CNF -> NAT,2024-07-01,A320,28,63954.107142857145,1790715,135056
CNF -> NAT,2024-07-01,E2,1,53429.0,53429,4059
CNF -> NAT,2024-08-01,A320,23,65581.78260869565,1508381,114840
CNF -> NAT,2024-09-01,A320,23,65851.86956521739,1514593,113125
CNF -> NAT,2024-09-01,E2,4,53975.5,215902,16054
CNF -> NAT,2024-10-01,A320,37,65683.24324324324,2430280,180455
CNF -> NAT,2024-10-01,E2,1,53879.0,53879,4048
CNF -> NAT,2024-11-01,A320,45,65563.73333333334,2950368,219253
CNF -> NAT,2024-11-01,E2,3,52854.333333333336,158563,12208
CNF -> NAT,2024-12-01,A320,35,66146.57142857143,2315130,169683
CNF -> NAT,2024-12-01,E1,1,47264.0,47264,5218
CNF -> NAT,2024-12-01,E2,1,55728.0,55728,4182
CNF -> NAT,2025-01-01,A320,48,67761.39583333333,3252547,240486
CNF -> NAT,2025-01-01,E2,4,55422.5,221690,16091
CNF -> NAT,2025-01-01,E1,1,49093.0,49093,5838
CNF -> NAT,2025-02-01,A320,45,69248.51111111112,3116183,229186
CNF -> NAT,2025-03-01,A320,49,70085.08163265306,3434169,253332
CNF -> NAT,2025-04-01,A320,35,69997.62857142858,2449917,181149
CNF -> NAT,2025-04-01,E1,1,48851.0,48851,5583
CNF -> NAT,2025-04-01,E2,1,55813.0,55813,3904
CNF -> NAT,2025-05-01,A320,35,70285.17142857143,2459981,178914
CNF -> NAT,2025-06-01,A320,44,70340.11363636363,3094965,227357
CNF -> NAT,2025-07-01,A320,36,70715.72222222222,2545766,186090
CNF -> NAT,2025-08-01,A320,37,69186.86486486487,2559914,188518
CNF -> NAT,2025-08-01,E2,3,56720.0,170160,13249
CNF -> NAT,2025-09-01,A320,37,70496.94594594595,2608387,192152
CNF -> NAT,2025-10-01,A320,37,70264.51351351352,2599787,190134
CNF -> NAT,2025-10-01,ATR,1,17580.0,17580,2236
CNF -> NAT,2025-11-01,A320,15,70670.2,1060053,76618
CNF -> NAT,2025-11-01,ATR,1,17434.0,17434,2117
CNF -> NVT,2024-01-01,E2,3,53704.333333333336,161113,7474
CNF -> NVT,2024-01-01,A320,1,60707.0,60707,2800
CNF -> NVT,2024-02-01,E2,1,47358.0,47358,2223
CNF -> NVT,2024-10-01,E2,5,54645.2,273226,13044
CNF -> NVT,2024-12-01,E1,2,45859.0,91718,6419
CNF -> NVT,2024-12-01,E2,1,54725.0,54725,2678
CNF -> NVT,2025-01-01,E1,2,44862.0,89724,6475
CNF -> NVT,2025-01-01,E2,1,52218.0,52218,2526
CNF -> NVT,2025-02-01,E2,1,52005.0,52005,2256
CNF -> NVT,2025-05-01,E2,1,53412.0,53412,3476
CNF -> PDP,2024-11-01,A320,1,56364.0,56364,5807
CNF -> PLU,2024-01-01,ATR,1,15758.0,15758,106
CNF -> PLU,2024-03-01,ATR,1,17366.0,17366,94
CNF -> PLU,2024-04-01,ATR,2,16283.0,32566,386
CNF -> PLU,2024-05-01,ATR,1,16224.0,16224,221
CNF -> PLU,2024-05-01,E1,1,34445.0,34445,500
CNF -> PLU,2024-07-01,ATR,3,17145.0,51435,359
CNF -> PLU,2024-08-01,ATR,1,16637.0,16637,114
CNF -> PLU,2024-09-01,ATR,2,16512.5,33025,268
CNF -> PLU,2024-09-01,E1,2,36153.5,72307,965
CNF -> PLU,2024-10-01,ATR,1,17158.0,17158,60
CNF -> PLU,2024-10-01,E1,1,35713.0,35713,411
CNF -> PLU,2024-11-01,ATR,2,16424.5,32849,169
CNF -> PLU,2024-12-01,ATR,1,15213.0,15213,89
CNF -> PLU,2025-01-01,ATR,1,15187.0,15187,235
CNF -> PLU,2025-01-01,E1,1,36947.0,36947,397
CNF -> PLU,2025-02-01,ATR,1,16038.0,16038,110
CNF -> PLU,2025-02-01,E1,1,38584.0,38584,403
CNF -> PLU,2025-03-01,ATR,2,16618.5,33237,363
CNF -> PLU,2025-04-01,E1,1,34750.0,34750,545
CNF -> PLU,2025-05-01,ATR,2,15902.0,31804,242
CNF -> PLU,2025-05-01,E1,1,34830.0,34830,441
CNF -> PLU,2025-06-01,E1,1,34537.0,34537,503
CNF -> PLU,2025-07-01,ATR,1,15162.0,15162,107
CNF -> PLU,2025-08-01,ATR,2,15752.5,31505,247
CNF -> PLU,2025-08-01,E1,1,36102.0,36102,433
CNF -> PLU,2025-09-01,ATR,1,16658.0,16658,120
CNF -> PLU,2025-10-01,ATR,2,15918.5,31837,231
CNF -> PLU,2025-11-01,ATR,1,15422.0,15422,97
CNF -> PMW,2024-01-01,E2,3,54068.333333333336,162205,8663
CNF -> PMW,2024-01-01,A320,2,59930.5,119861,6640
CNF -> PMW,2024-01-01,E1,2,47437.0,94874,7700
CNF -> PMW,2024-02-01,E2,3,52340.666666666664,157022,8617
CNF -> PMW,2024-02-01,E1,2,47703.0,95406,7462
CNF -> PMW,2024-02-01,A320,1,62565.0,62565,3512
CNF -> PMW,2024-03-01,E2,6,53578.333333333336,321470,17405
CNF -> PMW,2024-03-01,E1,1,47662.0,47662,3693
CNF -> PMW,2024-04-01,E1,8,47364.75,378918,29659
CNF -> PMW,2024-04-01,A320,1,66938.0,66938,3490
CNF -> PMW,2024-05-01,E1,6,47064.5,282387,22364
CNF -> PMW,2024-05-01,E2,2,53588.0,107176,5872
CNF -> PMW,2024-05-01,A320,1,68473.0,68473,3912
CNF -> PMW,2024-06-01,E2,13,55435.61538461538,720663,39238
CNF -> PMW,2024-06-01,E1,2,47548.5,95097,7753
CNF -> PMW,2024-06-01,A320,1,67723.0,67723,3700
CNF -> PMW,2024-07-01,E1,11,47237.90909090909,519617,41573
CNF -> PMW,2024-07-01,E2,6,54869.0,329214,17932
CNF -> PMW,2024-08-01,E1,12,46881.583333333336,562579,45646
CNF -> PMW,2024-08-01,E2,9,54314.333333333336,488829,26357
CNF -> PMW,2024-09-01,E1,13,47016.692307692305,611217,48484
CNF -> PMW,2024-09-01,E2,2,51951.0,103902,5873
CNF -> PMW,2024-10-01,E1,8,47050.625,376405,30700
CNF -> PMW,2024-10-01,E2,3,55351.666666666664,166055,8934
CNF -> PMW,2024-10-01,A320,1,65306.0,65306,3523
CNF -> PMW,2024-11-01,E1,7,47926.57142857143,335486,27220
CNF -> PMW,2024-11-01,E2,4,55289.25,221157,11945
CNF -> PMW,2024-12-01,E1,9,46708.77777777778,420379,35034
CNF -> PMW,2024-12-01,A320,1,68616.0,68616,3415
CNF -> PMW,2024-12-01,E2,1,55055.0,55055,2864
CNF -> PMW,2025-01-01,E2,8,55037.0,440296,23053
CNF -> PMW,2025-01-01,E1,3,47337.666666666664,142013,10654
CNF -> PMW,2025-02-01,E2,11,54570.818181818184,600279,32170
CNF -> PMW,2025-02-01,E1,1,45833.0,45833,3717
CNF -> PMW,2025-03-01,E1,11,47082.818181818184,517911,42223
CNF -> PMW,2025-03-01,E2,4,53920.75,215683,11493
CNF -> PMW,2025-04-01,E1,11,47302.27272727273,520325,42362
CNF -> PMW,2025-04-01,A320,3,63865.333333333336,191596,10057
CNF -> PMW,2025-04-01,E2,2,54215.5,108431,5884
CNF -> PMW,2025-05-01,E2,5,55104.0,275520,14427
CNF -> PMW,2025-05-01,A320,1,66273.0,66273,3559
CNF -> PMW,2025-05-01,E1,1,47099.0,47099,3871
CNF -> PMW,2025-06-01,E1,9,47402.0,426618,35482
CNF -> PMW,2025-06-01,A320,8,67469.25,539754,29626
CNF -> PMW,2025-06-01,E2,1,55597.0,55597,2937
CNF -> PMW,2025-07-01,E2,8,55598.25,444786,24689
CNF -> PMW,2025-07-01,E1,7,47582.0,333074,27382
CNF -> PMW,2025-08-01,E1,16,47596.875,761550,62497
CNF -> PMW,2025-08-01,E2,3,54893.333333333336,164680,8816
CNF -> PMW,2025-09-01,E1,20,47463.45,949269,75615
CNF -> PMW,2025-09-01,E2,4,54696.0,218784,11533
CNF -> PMW,2025-10-01,A320,19,67392.47368421052,1280457,67252
CNF -> PMW,2025-10-01,E1,4,46961.75,187847,14718
CNF -> PMW,2025-10-01,E2,1,56075.0,56075,2870
CNF -> PMW,2025-11-01,A320,10,67998.3,679983,36240
CNF -> PMW,2025-11-01,E1,1,45896.0,45896,3596
CNF -> POA,2024-01-01,A320,33,67754.78787878787,2235908,144631
CNF -> POA,2024-01-01,E2,1,50147.0,50147,3932
CNF -> POA,2024-02-01,A320,27,65888.70370370371,1778995,113590
CNF -> POA,2024-02-01,E2,2,52695.0,105390,6594
CNF -> POA,2024-03-01,A320,33,64954.51515151515,2143499,137940
CNF -> POA,2024-03-01,A321,1,74007.0,74007,4857
CNF -> POA,2024-03-01,E1,1,44569.0,44569,4085
CNF -> POA,2024-04-01,A320,35,64634.4,2262204,149846
CNF -> POA,2024-05-01,A320,4,68597.0,274388,17720
CNF -> POA,2024-10-01,A320,10,67245.8,672458,44665
CNF -> POA,2024-11-01,A320,49,67536.0612244898,3309267,218609
CNF -> POA,2024-11-01,E1,1,45378.0,45378,4700
CNF -> POA,2024-12-01,A320,22,67510.77272727272,1485237,95970
CNF -> POA,2025-01-01,A320,27,65921.66666666667,1779885,116248
CNF -> POA,2025-02-01,A320,28,67053.42857142857,1877496,117426
CNF -> POA,2025-03-01,A320,30,65984.03333333334,1979521,125076
CNF -> POA,2025-03-01,E2,1,55186.0,55186,3622
CNF -> POA,2025-04-01,A320,24,65963.5,1583124,104014
CNF -> POA,2025-04-01,E2,6,54142.666666666664,324856,21244
CNF -> POA,2025-04-01,E1,1,47471.0,47471,4616
CNF -> POA,2025-05-01,A320,26,66544.96153846153,1730169,112206
CNF -> POA,2025-05-01,E2,3,53974.0,161922,10919
CNF -> POA,2025-06-01,A320,32,67061.6875,2145974,139556
CNF -> POA,2025-06-01,E2,2,53919.0,107838,7100
CNF -> POA,2025-07-01,A320,31,67131.83870967742,2081087,134259
CNF -> POA,2025-07-01,E1,2,48222.5,96445,8822
CNF -> POA,2025-07-01,E2,1,55733.0,55733,3532
CNF -> POA,2025-08-01,A320,25,67267.44,1681686,107243
CNF -> POA,2025-08-01,E2,3,54610.0,163830,11146
CNF -> POA,2025-08-01,E1,1,47805.0,47805,4666
CNF -> POA,2025-09-01,A320,42,64751.833333333336,2719577,179723
CNF -> POA,2025-09-01,E1,2,48267.5,96535,9633
CNF -> POA,2025-09-01,E2,1,53337.0,53337,3425
CNF -> POA,2025-10-01,A320,45,65869.0,2964105,193052
CNF -> POA,2025-10-01,E2,1,53768.0,53768,4651
CNF -> POA,2025-11-01,A320,19,66271.84210526316,1259165,86025
CNF -> POJ,2024-01-01,ATR,7,21603.14285714286,151222,3900
CNF -> POJ,2024-02-01,ATR,10,21129.6,211296,5542
CNF -> POJ,2024-03-01,ATR,9,21451.88888888889,193067,4933
CNF -> POJ,2024-04-01,ATR,12,20745.666666666668,248948,6537
CNF -> POJ,2024-05-01,ATR,11,20862.636363636364,229489,6037
CNF -> POJ,2024-06-01,ATR,11,20354.909090909092,223904,5639
CNF -> POJ,2024-07-01,ATR,12,20375.333333333332,244504,6363
CNF -> POJ,2024-08-01,ATR,10,21105.4,211054,5445
CNF -> POJ,2024-09-01,ATR,8,20641.375,165131,4236
CNF -> POJ,2024-10-01,ATR,10,21021.0,210210,5493
CNF -> POJ,2024-11-01,ATR,6,20628.666666666668,123772,3340
CNF -> POJ,2024-12-01,ATR,13,21389.923076923078,278069,7301
CNF -> POJ,2025-01-01,ATR,9,20883.88888888889,187955,5008
CNF -> POJ,2025-02-01,ATR,11,21017.18181818182,231189,5827
CNF -> POJ,2025-03-01,ATR,4,21579.25,86317,2169
CNF -> POJ,2025-04-01,ATR,7,21093.14285714286,147652,3940
CNF -> POJ,2025-05-01,ATR,7,21155.14285714286,148086,3838
CNF -> POJ,2025-06-01,ATR,5,21224.2,106121,2723
CNF -> POJ,2025-07-01,ATR,8,20084.875,160679,4304
CNF -> POJ,2025-08-01,ATR,10,20284.2,202842,5376
CNF -> POJ,2025-09-01,ATR,12,20866.833333333332,250402,6375
CNF -> PVH,2024-01-01,A320,27,73923.51851851853,1995935,198656
CNF -> PVH,2024-02-01,A320,13,73066.76923076923,949868,95175
CNF -> PVH,2024-03-01,A320,17,73056.4705882353,1241960,122744
CNF -> PVH,2024-04-01,A320,23,74019.21739130435,1702442,169527
CNF -> PVH,2024-05-01,A320,27,73927.88888888889,1996053,203861
CNF -> PVH,2024-06-01,A320,20,74197.3,1483946,150136
CNF -> PVH,2024-06-01,E2,1,59899.0,59899,5936
CNF -> PVH,2024-07-01,A320,25,73944.04,1848601,192331
CNF -> PVH,2024-08-01,A320,20,73711.7,1474234,151505
CNF -> PVH,2024-09-01,A320,22,72744.36363636363,1600376,163663
CNF -> PVH,2024-10-01,A320,26,72332.34615384616,1880641,187743
CNF -> PVH,2024-11-01,A320,27,72358.4074074074,1953677,194098
CNF -> PVH,2024-12-01,A320,24,72065.20833333333,1729565,170929
CNF -> PVH,2025-01-01,A320,22,72154.81818181818,1587406,155717
CNF -> PVH,2025-02-01,A320,24,72645.41666666667,1743490,173936
CNF -> PVH,2025-03-01,A320,29,73182.06896551725,2122280,209392
CNF -> PVH,2025-04-01,A320,21,72121.0,1514541,151384
CNF -> PVH,2025-05-01,A320,20,72577.8,1451556,148628
CNF -> PVH,2025-06-01,A320,26,73205.69230769231,1903348,199473
CNF -> PVH,2025-07-01,A320,25,73018.12,1825453,191396
CNF -> PVH,2025-08-01,A320,15,73462.46666666666,1101937,116622
CNF -> PVH,2025-08-01,E1,2,50563.0,101126,16315
CNF -> PVH,2025-09-01,A320,11,73346.81818181818,806815,80664
CNF -> PVH,2025-10-01,A320,10,73675.4,736754,74938
CNF -> PVH,2025-11-01,A320,4,73136.0,292544,29502
CNF -> RAO,2024-03-01,ATR,1,21037.0,21037,1471
CNF -> RAO,2024-05-01,A320,1,56602.0,56602,1626
CNF -> RAO,2024-05-01,ATR,1,21795.0,21795,738
CNF -> RAO,2024-08-01,ATR,35,21642.485714285714,757487,26732
CNF -> RAO,2024-09-01,ATR,39,21490.17948717949,838117,29314
CNF -> RAO,2024-09-01,E1,1,41118.0,41118,1618
CNF -> RAO,2024-10-01,ATR,43,21903.720930232557,941860,32747
CNF -> RAO,2024-11-01,ATR,34,21724.352941176472,738628,26875
CNF -> RAO,2024-11-01,E1,2,42535.0,85070,3383
CNF -> RAO,2024-11-01,A320,1,57898.0,57898,1609
CNF -> RAO,2024-12-01,ATR,42,21638.54761904762,908819,32641
CNF -> RAO,2024-12-01,A320,1,56196.0,56196,1564
CNF -> RAO,2025-01-01,ATR,39,21719.97435897436,847079,30359
CNF -> RAO,2025-01-01,E1,2,41448.5,82897,3242
CNF -> RAO,2025-02-01,ATR,32,21732.125,695428,23050
CNF -> RAO,2025-03-01,ATR,39,21900.79487179487,854131,29440
CNF -> RAO,2025-04-01,ATR,39,21496.02564102564,838345,30762
CNF -> RAO,2025-05-01,ATR,46,21272.195652173912,978521,33432
CNF -> RAO,2025-06-01,ATR,42,21455.619047619046,901136,32105
CNF -> RAO,2025-07-01,ATR,53,21134.98113207547,1120154,40630
CNF -> RAO,2025-08-01,ATR,48,21214.208333333332,1018282,36428
CNF -> RAO,2025-08-01,A320,2,54288.0,108576,3372
CNF -> RAO,2025-09-01,ATR,54,20900.0,1128600,40880
CNF -> RAO,2025-10-01,ATR,42,21209.928571428572,890817,32883
CNF -> RAO,2025-11-01,ATR,17,21437.529411764706,364438,14490
CNF -> RAO,2025-11-01,A320,1,49519.0,49519,1520
CNF -> RBR,2024-02-01,A320,1,74272.0,74272,11618
CNF -> RBR,2024-10-01,A320,22,72118.36363636363,1586604,176550
CNF -> RBR,2024-11-01,A320,27,72499.70370370371,1957492,213903
CNF -> RBR,2024-12-01,A320,27,72223.4074074074,1950032,213822
CNF -> RBR,2025-01-01,A320,29,73695.5172413793,2137170,230169
CNF -> RBR,2025-02-01,A320,25,73936.8,1848420,202651
CNF -> RBR,2025-03-01,A320,27,72721.77777777778,1963488,217573
CNF -> RBR,2025-04-01,A320,24,71582.95833333333,1717991,191707
CNF -> RBR,2025-05-01,A320,25,74100.84,1852521,212316
CNF -> RBR,2025-06-01,A320,28,74376.14285714286,2082532,241306
CNF -> RBR,2025-07-01,A320,24,72861.08333333333,1748666,202416
CNF -> RBR,2025-08-01,A320,16,72571.75,1161148,136561
CNF -> RBR,2025-09-01,A320,17,73832.70588235294,1255156,142910
CNF -> RBR,2025-10-01,A320,16,73127.0625,1170033,134423
CNF -> RBR,2025-11-01,A320,6,73837.66666666667,443026,50437
CNF -> REC,2024-01-01,A320,112,64713.92857142857,7247960,505043
CNF -> REC,2024-01-01,E2,2,52006.5,104013,7235
CNF -> REC,2024-01-01,A321,1,76522.0,76522,5366
CNF -> REC,2024-01-01,ATR,1,17134.0,17134,1881
CNF -> REC,2024-01-01,E1,1,40839.0,40839,4195
CNF -> REC,2024-02-01,A320,89,63747.4606741573,5673524,390088
CNF -> REC,2024-02-01,ATR,1,16996.0,16996,2264
CNF -> REC,2024-03-01,A320,100,64888.19,6488819,452873
CNF -> REC,2024-03-01,A321,1,77507.0,77507,5372
CNF -> REC,2024-04-01,A320,103,64029.47572815534,6595036,455808
CNF -> REC,2024-04-01,A321,2,71280.5,142561,9636
CNF -> REC,2024-05-01,A320,110,62921.681818181816,6921385,482523
CNF -> REC,2024-05-01,A321,2,67868.0,135736,9892
CNF -> REC,2024-05-01,ATR,1,17755.0,17755,2197
CNF -> REC,2024-06-01,A320,111,63836.261261261265,7085825,490415
CNF -> REC,2024-06-01,E2,2,55009.5,110019,7370
CNF -> REC,2024-06-01,A321,1,75405.0,75405,5423
CNF -> REC,2024-06-01,ATR,1,17853.0,17853,2008
CNF -> REC,2024-07-01,A320,118,64190.63559322034,7574495,521726
CNF -> REC,2024-07-01,E2,4,53988.5,215954,14816
CNF -> REC,2024-07-01,E1,1,47888.0,47888,4770
CNF -> REC,2024-08-01,A320,109,64143.633027522934,6991656,490267
CNF -> REC,2024-08-01,E1,1,47691.0,47691,4938
CNF -> REC,2024-08-01,E2,1,55386.0,55386,3865
CNF -> REC,2024-09-01,A320,111,65792.61261261262,7302980,500305
CNF -> REC,2024-09-01,E2,1,54877.0,54877,4093
CNF -> REC,2024-10-01,A320,144,64697.75,9316476,637578
CNF -> REC,2024-10-01,E2,1,52623.0,52623,3399
CNF -> REC,2024-11-01,A320,137,64503.175182481755,8836935,600184
CNF -> REC,2024-11-01,E1,2,47088.5,94177,9818
CNF -> REC,2024-11-01,E2,2,51617.0,103234,6963
CNF -> REC,2024-12-01,A320,147,65763.21768707484,9667193,652512
CNF -> REC,2024-12-01,A321,1,69284.0,69284,4733
CNF -> REC,2024-12-01,E1,1,48477.0,48477,6119
CNF -> REC,2025-01-01,A320,158,63699.81012658228,10064570,690095
CNF -> REC,2025-01-01,A321,1,73536.0,73536,5265
CNF -> REC,2025-01-01,E1,1,46307.0,46307,4772
CNF -> REC,2025-01-01,E2,1,49422.0,49422,3443
CNF -> REC,2025-02-01,A320,163,62909.89570552147,10254313,713721
